experiment,feature_set,model,n_features,n_rows,n_splits,MAE,RMSE,R2,Spearman,Bias,mode,log_target,base_model,residual_model,n_base_features,n_residual_features
direct_tabular_plus_top20_source_rf_leaf3_raw,tabular_plus_top20_source,rf_leaf3,32,281,5,7.1673661284752095,11.917898717716664,0.4735802832566107,0.682833237785157,0.24362241725098352,direct,False,,,,
direct_tabular_hgb_medium_raw,tabular,hgb_medium,12,281,5,7.582246710616564,11.92443727865427,0.47300250160493595,0.6221240900388321,0.4538463641431193,direct,False,,,,
direct_tabular_plus_all_source_et_leaf3_log1p,tabular_plus_all_source,et_leaf3,188,281,5,6.375200207042109,11.924606108134538,0.4729875787466865,0.7304703133619616,-2.0067414389129485,direct,True,,,,
direct_tabular_plus_top10_source_rf_leaf3_log1p,tabular_plus_top10_source,rf_leaf3,22,281,5,6.560265743055902,11.941488224885322,0.47149429953656796,0.7242030741273565,-1.944006209211201,direct,True,,,,
direct_tabular_plus_top30_source_rf_leaf3_log1p,tabular_plus_top30_source,rf_leaf3,42,281,5,6.5391323311023255,11.94759518893849,0.4709535979834564,0.723441032352973,-1.8520304686954236,direct,True,,,,
direct_tabular_plus_top20_source_rf_leaf3_log1p,tabular_plus_top20_source,rf_leaf3,32,281,5,6.563517127394901,11.99229224164874,0.4669877710538627,0.7216833064716761,-1.8430429502947956,direct,True,,,,
direct_tabular_plus_top20_source_hgb_slow_log1p,tabular_plus_top20_source,hgb_slow,32,281,5,6.564038575875363,11.999416151129607,0.4663543210645228,0.6892405542515331,-1.2026529653092508,direct,True,,,,
direct_tabular_plus_top50_source_rf_leaf3_log1p,tabular_plus_top50_source,rf_leaf3,62,281,5,6.5845080360067305,12.096435090971754,0.4576900593038934,0.7219461540957716,-1.8420706882195448,direct,True,,,,
direct_tabular_plus_top10_source_hgb_medium_log1p,tabular_plus_top10_source,hgb_medium,22,281,5,6.612702719328551,12.131934880570354,0.4545023204023778,0.7020119200856688,-1.4238194778283575,direct,True,,,,
direct_tabular_plus_top10_source_hgb_slow_log1p,tabular_plus_top10_source,hgb_slow,22,281,5,6.637468530870569,12.134115669660448,0.4543061897240728,0.695666800073554,-1.4497655082099352,direct,True,,,,
direct_tabular_plus_raw_source_rf_leaf3_raw,tabular_plus_raw_source,rf_leaf3,149,281,5,7.401807732590806,12.171542966106047,0.45093464738618705,0.6685129098205496,0.37486933873145484,direct,False,,,,
direct_tabular_plus_raw_source_rf_leaf2_raw,tabular_plus_raw_source,rf_leaf2,149,281,5,7.382034160462658,12.212627899951821,0.44722166104672545,0.6645972373957533,0.3914213066132616,direct,False,,,,
direct_tabular_plus_raw_source_rf_leaf2_log1p,tabular_plus_raw_source,rf_leaf2,149,281,5,6.598922624888323,12.262403453148696,0.442706511712869,0.7116491254637691,-1.8341485027733198,direct,True,,,,
direct_tabular_plus_all_source_rf_leaf2_log1p,tabular_plus_all_source,rf_leaf2,188,281,5,6.5890361848710715,12.263923219844152,0.4425683644775463,0.7176854265595084,-1.8589864629302506,direct,True,,,,
direct_tabular_plus_top50_source_hgb_medium_log1p,tabular_plus_top50_source,hgb_medium,62,281,5,6.623483834186551,12.265837910689834,0.4423942941500162,0.7090520178693116,-1.357784034658926,direct,True,,,,
direct_tabular_plus_all_source_rf_leaf3_raw,tabular_plus_all_source,rf_leaf3,188,281,5,7.440618637508617,12.267643879925057,0.4422300831287981,0.6580222609222381,0.3411938169902013,direct,False,,,,
direct_top30_source_et_leaf2_raw,top30_source,et_leaf2,30,281,5,7.500618191077693,12.275090884723653,0.44155269535442854,0.6052485337559298,-0.1340153817852163,direct,False,,,,
direct_tabular_plus_top50_source_hgb_slow_log1p,tabular_plus_top50_source,hgb_slow,62,281,5,6.621371353129239,12.290545236630845,0.44014563871984747,0.7045462903871322,-1.358313755505713,direct,True,,,,
direct_top20_source_et_leaf2_raw,top20_source,et_leaf2,20,281,5,7.560743337445473,12.308413079357209,0.43851663676974506,0.5930097252821939,-0.1594626202855322,direct,False,,,,
direct_tabular_plus_raw_source_hgb_slow_raw,tabular_plus_raw_source,hgb_slow,149,281,5,7.79370661911767,12.312077957995648,0.4381822192092023,0.6178828326969463,0.10708847024506779,direct,False,,,,
direct_tabular_plus_raw_source_rf_leaf3_log1p,tabular_plus_raw_source,rf_leaf3,149,281,5,6.6062590655116775,12.315705761950221,0.4378510866334282,0.7149888046382329,-1.8941206756444233,direct,True,,,,
