heldout_date,train_rows,test_rows,embedding_kind,target,target_mode,model,pca_components,alpha,model_label,MAE,RMSE,R2,Pearson,Spearman
2023-01-30,25407,1271,mean,PM2.5,log1p,ridge,64.0,100.0,mean_log1p_pca64_a100,15.33602230371872,18.779857814934978,-0.2803053244866889,-0.041602270261568985,-0.011132960718249959
2023-01-30,25407,1271,mean,PM2.5,log1p,ridge,64.0,1000.0,mean_log1p_pca64_a1000,15.319740319765605,18.759895945364335,-0.27758499452329755,-0.04161335458831947,-0.011377146189542107
2023-01-30,25407,1271,mean,PM2.5,log1p,ridge,128.0,100.0,mean_log1p_pca128_a100,16.69059180417906,19.878640011174653,-0.4345057386634579,-0.034862994854359425,-0.038969972351399665
2023-01-30,25407,1271,mean,PM2.5,log1p,ridge,128.0,1000.0,mean_log1p_pca128_a1000,16.642680573152063,19.820936197805455,-0.42618964566810624,-0.035045098692923105,-0.039292140876383344
2023-01-30,25407,1271,mean,PM2.5,log1p,ridge,256.0,100.0,mean_log1p_pca256_a100,16.8914115960699,20.343727176273966,-0.5024153012043022,0.001735173202876529,0.00698910103791627
2023-01-30,25407,1271,mean,PM2.5,log1p,ridge,256.0,1000.0,mean_log1p_pca256_a1000,16.822687856479554,20.24468491215158,-0.48782206631462777,0.001056378396980793,0.006301950330086194
2023-02-01,25310,1368,mean,PM2.5,log1p,ridge,64.0,100.0,mean_log1p_pca64_a100,11.125833039793854,13.490293351006358,-3.059278252237581,-0.04901364677152595,-0.05750410105235291
2023-02-01,25310,1368,mean,PM2.5,log1p,ridge,64.0,1000.0,mean_log1p_pca64_a1000,11.118080047702398,13.477539755172812,-3.0516066736828584,-0.04833772084218641,-0.056724163288876306
2023-02-01,25310,1368,mean,PM2.5,log1p,ridge,128.0,100.0,mean_log1p_pca128_a100,11.227512545448718,13.691166004503193,-3.1810648845291656,-0.04222614435325104,-0.06599254663615216
2023-02-01,25310,1368,mean,PM2.5,log1p,ridge,128.0,1000.0,mean_log1p_pca128_a1000,11.200604687160324,13.655585759834064,-3.159361837408766,-0.042040699279099966,-0.06552061489791744
2023-02-01,25310,1368,mean,PM2.5,log1p,ridge,256.0,100.0,mean_log1p_pca256_a100,11.877285863567892,14.378169523366436,-3.6111923036124045,-0.04315257782735835,-0.0634336014237576
2023-02-01,25310,1368,mean,PM2.5,log1p,ridge,256.0,1000.0,mean_log1p_pca256_a1000,11.810912992045958,14.298417746294787,-3.560180125254692,-0.04351790796398659,-0.06367802738664889
2023-02-06,25256,1422,mean,PM2.5,log1p,ridge,64.0,100.0,mean_log1p_pca64_a100,22.12977795109047,28.337929544542412,-0.15134284589079816,0.07691665811439063,0.10365542887545655
2023-02-06,25256,1422,mean,PM2.5,log1p,ridge,64.0,1000.0,mean_log1p_pca64_a1000,22.105865502180347,28.310692856259454,-0.14913070854427657,0.07703343344920409,0.10393685557038129
2023-02-06,25256,1422,mean,PM2.5,log1p,ridge,128.0,100.0,mean_log1p_pca128_a100,22.505188222773008,28.66410786354043,-0.17800000740565558,0.10079535265965575,0.1272055098215008
2023-02-06,25256,1422,mean,PM2.5,log1p,ridge,128.0,1000.0,mean_log1p_pca128_a1000,22.46537586507132,28.615469672366757,-0.17400566164369913,0.1008461939947705,0.12718454298315976
2023-02-06,25256,1422,mean,PM2.5,log1p,ridge,256.0,100.0,mean_log1p_pca256_a100,22.427440242934498,28.976661521045564,-0.20382991121365412,0.12979638745828498,0.15282700714091196
2023-02-06,25256,1422,mean,PM2.5,log1p,ridge,256.0,1000.0,mean_log1p_pca256_a1000,22.37036926833685,28.879111993792982,-0.1957382012489317,0.12965082005689674,0.1525376708231425
2023-02-07,25292,1386,mean,PM2.5,log1p,ridge,64.0,100.0,mean_log1p_pca64_a100,27.535131934970902,30.652622274036293,-15.99744827501615,0.23822767586300045,0.2210676200844118
2023-02-07,25292,1386,mean,PM2.5,log1p,ridge,64.0,1000.0,mean_log1p_pca64_a1000,27.468106383891513,30.560002589243087,-15.894884791556237,0.23863650143070952,0.22152545961367634
2023-02-07,25292,1386,mean,PM2.5,log1p,ridge,128.0,100.0,mean_log1p_pca128_a100,29.0160308852864,32.715546718107376,-18.36229469496207,0.22333622379887744,0.19632094338395809
2023-02-07,25292,1386,mean,PM2.5,log1p,ridge,128.0,1000.0,mean_log1p_pca128_a1000,28.91832778595598,32.57114025490823,-18.191741553529116,0.2241268523139636,0.19732528554114778
2023-02-07,25292,1386,mean,PM2.5,log1p,ridge,256.0,100.0,mean_log1p_pca256_a100,30.818969322491075,35.74202677004602,-22.110365428161476,0.22363894416184585,0.23365174287275425
2023-02-07,25292,1386,mean,PM2.5,log1p,ridge,256.0,1000.0,mean_log1p_pca256_a1000,30.647021370439276,35.46263141538322,-21.75047023325474,0.22461806365663628,0.23415593537264584
2023-02-08,25324,1354,mean,PM2.5,log1p,ridge,64.0,100.0,mean_log1p_pca64_a100,20.89916993713527,25.543815775868346,-1.005691458142414,-0.025148162542274515,-0.12822100091798733
2023-02-08,25324,1354,mean,PM2.5,log1p,ridge,64.0,1000.0,mean_log1p_pca64_a1000,20.86225759109995,25.49434481359534,-0.9979300959583226,-0.025586405586053046,-0.12870665150715865
2023-02-08,25324,1354,mean,PM2.5,log1p,ridge,128.0,100.0,mean_log1p_pca128_a100,21.261910524017797,25.724211468088967,-1.0341207045131076,-0.01406787014610784,-0.09826940796263557
2023-02-08,25324,1354,mean,PM2.5,log1p,ridge,128.0,1000.0,mean_log1p_pca128_a1000,21.20959735872099,25.656526282321575,-1.0234304870659225,-0.0146080183561445,-0.09910482738373214
2023-02-08,25324,1354,mean,PM2.5,log1p,ridge,256.0,100.0,mean_log1p_pca256_a100,23.205644978765996,28.95200450314357,-1.5766169147223845,-0.06048003053517509,-0.14050664142846872
2023-02-08,25324,1354,mean,PM2.5,log1p,ridge,256.0,1000.0,mean_log1p_pca256_a1000,23.06960411355045,28.73838918087484,-1.5387353001083706,-0.05979095196402582,-0.14094062170132143
2023-12-21,25970,708,mean,PM2.5,log1p,ridge,64.0,100.0,mean_log1p_pca64_a100,69.19481075902496,78.78230040290327,-3.869175099671441,-0.06863761668766948,-0.08249674925683091
2023-12-21,25970,708,mean,PM2.5,log1p,ridge,64.0,1000.0,mean_log1p_pca64_a1000,69.22711999692685,78.80479440397058,-3.8719560000891917,-0.06937491359839398,-0.08318046596051827
2023-12-21,25970,708,mean,PM2.5,log1p,ridge,128.0,100.0,mean_log1p_pca128_a100,67.40004528158168,77.22267761357867,-3.6782969985699845,-0.05979693372256323,-0.032768764224954124
2023-12-21,25970,708,mean,PM2.5,log1p,ridge,128.0,1000.0,mean_log1p_pca128_a1000,67.46100556930492,77.2688556236537,-3.6838937751983343,-0.060749084720823965,-0.034160289427852084
2023-12-21,25970,708,mean,PM2.5,log1p,ridge,256.0,100.0,mean_log1p_pca256_a100,65.42357912182153,75.99876324373024,-3.53117803639113,-0.11074922345570606,-0.07835282517465186
2023-12-21,25970,708,mean,PM2.5,log1p,ridge,256.0,1000.0,mean_log1p_pca256_a1000,65.55614945504355,76.08226904958187,-3.541141028812305,-0.11071261571345406,-0.07788289145650211
2023-12-22,25942,736,mean,PM2.5,log1p,ridge,64.0,100.0,mean_log1p_pca64_a100,65.46163514847558,69.8432281742985,-10.168743160276783,-0.08069898072873893,-0.10446120551444749
2023-12-22,25942,736,mean,PM2.5,log1p,ridge,64.0,1000.0,mean_log1p_pca64_a1000,65.49646024607543,69.8654570237108,-10.175853593864336,-0.08071050478361749,-0.10499258763411634
2023-12-22,25942,736,mean,PM2.5,log1p,ridge,128.0,100.0,mean_log1p_pca128_a100,66.481905774198,70.56423620326223,-10.40052851542932,0.06516476700730507,-0.019900213818738702
2023-12-22,25942,736,mean,PM2.5,log1p,ridge,128.0,1000.0,mean_log1p_pca128_a1000,66.50363144090177,70.57131564857114,-10.402816174762068,0.06384815614726029,-0.02070789055224819
2023-12-22,25942,736,mean,PM2.5,log1p,ridge,256.0,100.0,mean_log1p_pca256_a100,65.60826265791744,69.9842084294106,-10.213877426186976,0.08955571105629846,-0.018362229847265897
2023-12-22,25942,736,mean,PM2.5,log1p,ridge,256.0,1000.0,mean_log1p_pca256_a1000,65.6648632255966,70.0067197118086,-10.221092749963633,0.08820757801246791,-0.018541439330433354
2023-12-23,26242,436,mean,PM2.5,log1p,ridge,64.0,100.0,mean_log1p_pca64_a100,178.3640923127618,181.34743439497439,-31.783844951314244,-0.05105717859847076,-0.0639903925847629
2023-12-23,26242,436,mean,PM2.5,log1p,ridge,64.0,1000.0,mean_log1p_pca64_a1000,178.3958521181848,181.3748263382241,-31.79374948670958,-0.05050566584737798,-0.06341182794845371
2023-12-23,26242,436,mean,PM2.5,log1p,ridge,128.0,100.0,mean_log1p_pca128_a100,177.9492106248314,181.0765057422659,-31.68596159095663,-0.11973181716723735,-0.1286343897779307
2023-12-23,26242,436,mean,PM2.5,log1p,ridge,128.0,1000.0,mean_log1p_pca128_a1000,177.99292376653793,181.11182559682135,-31.698713946614482,-0.1187187305246883,-0.1277047553877793
2023-12-23,26242,436,mean,PM2.5,log1p,ridge,256.0,100.0,mean_log1p_pca256_a100,176.9252910256056,180.15113696041735,-31.352740197168615,-0.17030798216908494,-0.15494311342347258
2023-12-23,26242,436,mean,PM2.5,log1p,ridge,256.0,1000.0,mean_log1p_pca256_a1000,176.9994760428452,180.21233190021957,-31.37472351941816,-0.17002782562431418,-0.15466150476040413
2023-12-29,26269,409,mean,PM2.5,log1p,ridge,64.0,100.0,mean_log1p_pca64_a100,42.44545107302534,48.57069158210788,-3.791535094519686,0.04352217012647514,0.1333717161253551
2023-12-29,26269,409,mean,PM2.5,log1p,ridge,64.0,1000.0,mean_log1p_pca64_a1000,42.450883513934365,48.56780882931771,-3.790966339955726,0.043187392626758504,0.13315931005875864
2023-12-29,26269,409,mean,PM2.5,log1p,ridge,128.0,100.0,mean_log1p_pca128_a100,41.8997742412237,47.97918729310356,-3.675541039769019,0.09905617809899112,0.18264053982299508
2023-12-29,26269,409,mean,PM2.5,log1p,ridge,128.0,1000.0,mean_log1p_pca128_a1000,41.91834367053189,47.988891046575276,-3.6774324801293323,0.0981440855815073,0.18210882306751439
2023-12-29,26269,409,mean,PM2.5,log1p,ridge,256.0,100.0,mean_log1p_pca256_a100,39.391388012130896,46.29224033031069,-3.3525372547751893,0.07302844927988289,0.14292621808137618
2023-12-29,26269,409,mean,PM2.5,log1p,ridge,256.0,1000.0,mean_log1p_pca256_a1000,39.49355176682,46.347672519712084,-3.362967301856937,0.07289293399047105,0.143846965931581
2024-03-01,25588,1090,mean,PM2.5,log1p,ridge,64.0,100.0,mean_log1p_pca64_a100,15.859052846904428,20.582518434361628,-0.8606257899053418,-0.022575468411837274,0.0008149092616207126
2024-03-01,25588,1090,mean,PM2.5,log1p,ridge,64.0,1000.0,mean_log1p_pca64_a1000,15.820353821205408,20.531917156799445,-0.8514884911510199,-0.022744642611915857,0.0007158819774219868
2024-03-01,25588,1090,mean,PM2.5,log1p,ridge,128.0,100.0,mean_log1p_pca128_a100,16.797459452334337,21.836026268133427,-1.094156944933578,0.0005967798537050286,0.021335249248957446
2024-03-01,25588,1090,mean,PM2.5,log1p,ridge,128.0,1000.0,mean_log1p_pca128_a1000,16.72987671582239,21.743228266745678,-1.0763954126304816,0.00016024343164390916,0.02084636531441765
2024-03-01,25588,1090,mean,PM2.5,log1p,ridge,256.0,100.0,mean_log1p_pca256_a100,17.113775482794107,22.164372642816947,-1.157609753490572,0.011939196029868012,0.01887963581229546
2024-03-01,25588,1090,mean,PM2.5,log1p,ridge,256.0,1000.0,mean_log1p_pca256_a1000,17.01573217594055,22.031062573016495,-1.1317334413643807,0.011211978168709339,0.01859890677575476
2024-03-02,25418,1260,mean,PM2.5,log1p,ridge,64.0,100.0,mean_log1p_pca64_a100,16.68095908274868,24.43255048910707,-0.32334637082588014,0.2363185322949986,0.24052613558089556
2024-03-02,25418,1260,mean,PM2.5,log1p,ridge,64.0,1000.0,mean_log1p_pca64_a1000,16.625539693084693,24.36793993230389,-0.3163565894681706,0.23667589928971627,0.24086092273589832
2024-03-02,25418,1260,mean,PM2.5,log1p,ridge,128.0,100.0,mean_log1p_pca128_a100,17.681826237615546,25.426072485741788,-0.43315935343276823,0.2425383816720918,0.24268067718199748
2024-03-02,25418,1260,mean,PM2.5,log1p,ridge,128.0,1000.0,mean_log1p_pca128_a1000,17.593999787952164,25.324753067098904,-0.42176022304502503,0.24308229880035184,0.24351608879497108
2024-03-02,25418,1260,mean,PM2.5,log1p,ridge,256.0,100.0,mean_log1p_pca256_a100,19.08919578232317,27.25515019494779,-0.6467705063012013,0.23986223881574617,0.2246592944506418
2024-03-02,25418,1260,mean,PM2.5,log1p,ridge,256.0,1000.0,mean_log1p_pca256_a1000,18.93070008478776,27.050025918670606,-0.6220763490637415,0.24106640879445834,0.22661414008796874
2024-03-03,24739,1939,mean,PM2.5,log1p,ridge,64.0,100.0,mean_log1p_pca64_a100,34.88522334973858,57.95572079897961,-0.6052289710861154,-0.11382503383892646,0.026650181074503003
2024-03-03,24739,1939,mean,PM2.5,log1p,ridge,64.0,1000.0,mean_log1p_pca64_a1000,34.87073243224157,57.94825598143756,-0.6048154840475222,-0.11427782361826617,0.026584111804008825
2024-03-03,24739,1939,mean,PM2.5,log1p,ridge,128.0,100.0,mean_log1p_pca128_a100,35.020603073540975,58.11647114946633,-0.6141460884056669,-0.13908696908800997,-0.001617039387441191
2024-03-03,24739,1939,mean,PM2.5,log1p,ridge,128.0,1000.0,mean_log1p_pca128_a1000,34.989724205832054,58.09743129602779,-0.6130886232835089,-0.1393841183860764,-0.0013262814638019442
2024-03-03,24739,1939,mean,PM2.5,log1p,ridge,256.0,100.0,mean_log1p_pca256_a100,36.67380236469046,59.8870277316432,-0.7139963164234642,-0.15909954381550925,-0.03021087666516553
2024-03-03,24739,1939,mean,PM2.5,log1p,ridge,256.0,1000.0,mean_log1p_pca256_a1000,36.57920785210919,59.80932536157198,-0.7095514414400492,-0.15937913095059883,-0.029653363451352933
2024-03-06,25066,1612,mean,PM2.5,log1p,ridge,64.0,100.0,mean_log1p_pca64_a100,32.695718476330825,50.16971212711514,-0.7242442489098437,-0.008845346351988009,0.030028111169901506
2024-03-06,25066,1612,mean,PM2.5,log1p,ridge,64.0,1000.0,mean_log1p_pca64_a1000,32.65040464590938,50.13543080709849,-0.7218886773327695,-0.008992850092005953,0.029936384893429535
2024-03-06,25066,1612,mean,PM2.5,log1p,ridge,128.0,100.0,mean_log1p_pca128_a100,35.07341723588928,52.10322032214217,-0.8597077493157186,-0.017802933278716657,0.015280998923809169
2024-03-06,25066,1612,mean,PM2.5,log1p,ridge,128.0,1000.0,mean_log1p_pca128_a1000,34.991968620376554,52.04045046816411,-0.8552295897150783,-0.017695514911981146,0.015541451415557177
2024-03-06,25066,1612,mean,PM2.5,log1p,ridge,256.0,100.0,mean_log1p_pca256_a100,36.24417163951871,52.91170482172549,-0.9178696101698787,-0.008400110423372515,0.01915876332610698
2024-03-06,25066,1612,mean,PM2.5,log1p,ridge,256.0,1000.0,mean_log1p_pca256_a1000,36.12967094337769,52.82570068693795,-0.9116399615814432,-0.008545180721439984,0.01941990625446769
2024-07-05,24560,2118,mean,PM2.5,log1p,ridge,64.0,100.0,mean_log1p_pca64_a100,37.45803339537851,40.00827771482016,-2.7167458031627616,0.0902859618389679,0.06680963617744318
2024-07-05,24560,2118,mean,PM2.5,log1p,ridge,64.0,1000.0,mean_log1p_pca64_a1000,37.464567508486596,40.010185927166496,-2.7171003552590305,0.09072523133993245,0.06692595798596179
2024-07-05,24560,2118,mean,PM2.5,log1p,ridge,128.0,100.0,mean_log1p_pca128_a100,36.24309860456828,38.985750892357906,-2.5291893033484927,0.10010695569442521,0.07330723953454973
2024-07-05,24560,2118,mean,PM2.5,log1p,ridge,128.0,1000.0,mean_log1p_pca128_a1000,36.26561797284497,38.99609356075721,-2.5310620940793847,0.10081761414877964,0.07356507548372802
2024-07-05,24560,2118,mean,PM2.5,log1p,ridge,256.0,100.0,mean_log1p_pca256_a100,35.36150294541313,38.394157208828396,-2.422893801833351,0.08363552092109977,0.04266283285755636
2024-07-05,24560,2118,mean,PM2.5,log1p,ridge,256.0,1000.0,mean_log1p_pca256_a1000,35.40115335549244,38.401691885369615,-2.424237387948023,0.08493048914755008,0.04370142298525511
2024-07-09,24928,1750,mean,PM2.5,log1p,ridge,64.0,100.0,mean_log1p_pca64_a100,31.510464691124415,47.020143290604864,-0.03347318982907099,0.048515914246036074,-0.0192636312286796
2024-07-09,24928,1750,mean,PM2.5,log1p,ridge,64.0,1000.0,mean_log1p_pca64_a1000,31.507494997908292,47.02403784395515,-0.03364439658765361,0.04745544835038046,-0.020336484002898968
2024-07-09,24928,1750,mean,PM2.5,log1p,ridge,128.0,100.0,mean_log1p_pca128_a100,32.26925474836654,46.24394141820014,0.00036603739610185926,0.13720468845087894,0.057006293445133
2024-07-09,24928,1750,mean,PM2.5,log1p,ridge,128.0,1000.0,mean_log1p_pca128_a1000,32.23219062993944,46.238864697513854,0.0005855076098639778,0.13609640993425143,0.05536567678093774
2024-07-09,24928,1750,mean,PM2.5,log1p,ridge,256.0,100.0,mean_log1p_pca256_a100,32.825497015541316,45.93165715178722,0.01382146143211127,0.20259839394631615,0.1276856869389773
2024-07-09,24928,1750,mean,PM2.5,log1p,ridge,256.0,1000.0,mean_log1p_pca256_a1000,32.72934473873816,45.88785156957767,0.015701625461834623,0.2012116446657498,0.12586252200550135
